"data_layer","uncertainty_score","year","sci_name","comm_name","functional_group","commercial_group","fishing_entity","fishing_sector","catch_type","reporting_status","gear_type","end_use_type","catch_mt","value_usd"
"Reconstructed domestic catch",2,1984,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",10.4932578642,451.793752335771
"Reconstructed domestic catch",2,1984,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale pots or traps","Direct human consumption",0.0464036808,1.9979393763243
"Reconstructed domestic catch",2,1984,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",120.3052730734,5179.8184558923
"Reconstructed domestic catch",2,1984,"Sphyrna lewini","Scalloped hammerhead","Large sharks (>=90 cm)","Sharks & rays","Belize","Artisanal","Landings","Unreported","small scale longline","Direct human consumption",146.7462287561,149400.721288043
"Reconstructed domestic catch",1,1984,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,100.352720787231
"Reconstructed domestic catch",2,1984,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,641.201537853208
"Reconstructed domestic catch",1,1984,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,18688.4815117355
"Reconstructed domestic catch",2,1984,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,3529.21580769231
"Reconstructed domestic catch",2,1984,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,22549.8480315852
"Reconstructed domestic catch",1,1984,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.9016380393,38.8205873028102
"Reconstructed domestic catch",2,1984,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.1702693297,7.33105203260861
"Reconstructed domestic catch",2,1984,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",1.0879321978,46.8415983195607
"Reconstructed domestic catch",1,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",0.1029539662,4.43274713067723
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.0085170826,86.4779538571746
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.219298182,9.44201979937876
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",0.6578221389,28.3229418675243
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",12.8333764355,552.549014801352
"Reconstructed domestic catch",2,1984,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",1.4012009881,60.3295811843346
"Reconstructed domestic catch",1,1984,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,100.352720787231
"Reconstructed domestic catch",2,1984,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,641.201537853208
"Reconstructed domestic catch",1,1984,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,100.352720787231
"Reconstructed domestic catch",2,1984,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,641.201537853208
"Reconstructed domestic catch",1,1984,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",0.4604695797,886.191664421603
"Reconstructed domestic catch",2,1984,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",0.0869571195,167.352367754325
"Reconstructed domestic catch",2,1984,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",0.5556106331,1069.29433228783
"Reconstructed domestic catch",1,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale seine nets","Direct human consumption",0.1029539662,4.43274713067723
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.0085170826,86.4779538571746
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.219298182,9.44201979937876
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale seine nets","Direct human consumption",0.6578221389,28.3229418675243
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",12.8333764355,552.549014801352
"Reconstructed domestic catch",2,1984,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",1.4012009881,60.3295811843346
"Reconstructed domestic catch",1,1984,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",52.0139413139,2239.49263651111
"Reconstructed domestic catch",2,1984,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",9.82254357,422.915730688039
"Reconstructed domestic catch",2,1984,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",62.7609295819,2702.21090940256
"Reconstructed domestic catch",1,1984,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",3.2067432406,9581.35116667941
"Reconstructed domestic catch",2,1984,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",0.6055756284,1809.38488636768
"Reconstructed domestic catch",2,1984,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",3.8693123733,11561.0255766472
"Reconstructed domestic catch",1,1984,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,100.352720787231
"Reconstructed domestic catch",2,1984,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,641.201537853208
"Reconstructed domestic catch",1,1984,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",12.3422709324,531.404161512819
"Reconstructed domestic catch",2,1984,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",2.3307692308,100.352720787231
"Reconstructed domestic catch",2,1984,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",14.8923995625,641.201537853208
"Reconstructed domestic catch",1,1984,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",69.6378389222,409672.09440627
"Reconstructed domestic catch",2,1984,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",13.1507186276,77364.2968606684
"Reconstructed domestic catch",2,1984,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",84.0262320916,494317.50064025
"Reconstructed domestic catch",1,1984,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Subsistence","Landings","Unreported","subsistence fishing gear","Direct human consumption",289.2001614268,897990.794043876
"Reconstructed domestic catch",2,1984,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale gillnets","Direct human consumption",30.3255719053,94163.448114108
"Reconstructed domestic catch",2,1984,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Reported","small scale pole lines","Direct human consumption",24.2882703511,75417.1196549582
"Reconstructed domestic catch",2,1984,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale gillnets","Direct human consumption",193.7645854486,601655.314043158
"Reconstructed domestic catch",2,1984,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize","Artisanal","Landings","Unreported","small scale pole lines","Direct human consumption",155.1893778142,481876.054020967
